ROUTEID,ROUTENAME,ROADTYPE,SUBBLOCKKEY,BIKELANE_PARKINGLANE_ADJACENT,BIKELANE_THROUGHLANE_ADJACENT,BIKELANE_POCKETLANE_ADJACENT,BIKELANE_CONTRAFLOW,BIKELANE_CONVENTIONAL,BIKELANE_DUAL_PROTECTED,BIKELANE_DUAL_BUFFERED,BIKELANE_PROTECTED,BIKELANE_BUFFERED,SUBBLOCKID,BLOCKID,BLOCKKEY,QUADRANT,STREETNAME,STREETTYPE,TOTALBIKELANES,TOTALBIKELANEWIDTH,WARD_ID,SMD_ID,ANC_ID,OBJECTID,SHAPELEN
13001202,12TH ST SE,1,1a4bc9a00b17c19459ab22a0b2485fe6,BD,BD,,,BD,,,,,13001202-13001202_13026912-13001202_43090512,13001202-13001202_13026912-13001202_13031332,7cc8470d2712caa3944dd359d1cfc580,3,12TH,ST,2,10,6,6B04,6B,8000207,0
13001202,12TH ST SE,1,737a61576cdeca1f38a51ca455d62ef7,BD,BD,,,BD,,,,,13001202-13001202_43090512-13001202_13031332,13001202-13001202_13026912-13001202_13031332,7cc8470d2712caa3944dd359d1cfc580,3,12TH,ST,2,10,6,6B04,6B,8000210,0
13001202,12TH ST SE,1,7aecdea68b88b281919b8adfd059f072,BD,BD,,,BD,,,,,13001202-13001202_13019822-13001202_13019822_13081382,13001202-13001202_13019822-13001202_13019822_13081382,7aecdea68b88b281919b8adfd059f072,3,12TH,ST,2,10,6,6B04,6B,8000214,0
13001102,11TH ST SE,1,7c727a916782da92a1823ae548677edc,BD,BD,,,BD,,,,,13001102-13001102_13026912-13001102_43090512_47057252,13001102-13001102_13026912-13001102_13031332_13069812,c439c2833a9f73a03438a6c76a107248,3,11TH,ST,2,10,6,6B04,6B,8000245,0
13001102,11TH ST SE,1,fa5115b0d4985ea1376589f8da70de41,BD,BD,,,BD,,,,,13001102-13001102_13034462_13065392-13001102_43080652,13001102-13001102_13034462_13065392-13001102_13047972,f6591609898a0ec6015a5e091ccea0e5,3,11TH,ST,2,10,6,6B05,6B,8000246,0
13001102,11TH ST SE,1,f87e7a10de45b903ca5d34d3c58d0e3c,BD,BD,,,BD,,,,,13001102-13001102_43080652-13001102_47009592,13001102-13001102_13034462_13065392-13001102_13047972,f6591609898a0ec6015a5e091ccea0e5,3,11TH,ST,2,10,6,6B05,6B,8000247,0
13001102,11TH ST SE,1,4a3ef9e4e3d66ed0c15f8300979f227f,,BD,,,BD,,,,,13001102-13001102_13063182-13001102_13065842,13001102-13001102_13063182-13001102_13065842,4a3ef9e4e3d66ed0c15f8300979f227f,3,11TH,ST,2,10,6,6B08,6B,8000248,0
13001102,11TH ST SE,1,2057ca097eca1f046227ef93a5d9ea57,,IB,IB,,IB,,,,,13001102-13001102_13081693_36005542-13001102_13053492,13001102-13001102_13081693_36005542-13001102_13053492,2057ca097eca1f046227ef93a5d9ea57,3,11TH,ST,1,4,6,6B08,6B,8000249,0
13001102,11TH ST SE,1,034e83dc957b390b2e62848eb7523919,IB,IB,,,IB,,,,,13001102-13001102_13081382-13001102_13026912,13001102-13001102_13081382-13001102_13026912,034e83dc957b390b2e62848eb7523919,3,11TH,ST,1,5,6,6B04,6B,8000250,0
13001102,11TH ST SE,1,31bf6eb721971b4805ff8e6f7d69cd7d,,IB,IB,,IB,,,,,13001102-13001102_13050892-13001102_13081691_36005872,13001102-13001102_13050892-13001102_13081691_36005872,31bf6eb721971b4805ff8e6f7d69cd7d,3,11TH,ST,1,4,6,6B04,6B,8000251,0
13001102,11TH ST SE,1,492e450e527fc495bba50b603ff4f79b,,BD,,,BD,,,,,13001102-13001102_13057852_36005502-13001102_13063182,13001102-13001102_13057852_36005502-13001102_13063182,492e450e527fc495bba50b603ff4f79b,3,11TH,ST,2,10,6,6B08,6B,8000256,0
13001102,11TH ST SE,1,d82f6e28a3211e43eaf1b1c38bb9622b,BD,BD,,,BD,,,,,13001102-13001102_13047972-13001102_43040232A_43040232A_47007922_47007922,13001102-13001102_13047972-13001102_13019822,d846b509062280b024605568abb51418,3,11TH,ST,2,10,6,6B05,6B,8000258,0
13001102,11TH ST SE,1,e734d5a94a8aaee97736476471035059,BD,BD,,,BD,,,,,13001102-13001102_13019822-13001102_13081382,13001102-13001102_13019822-13001102_13081382,e734d5a94a8aaee97736476471035059,3,11TH,ST,2,10,6,6B04,6B,8000259,0
13001102,11TH ST SE,1,bc3d463a663287676973f3e6781538f4,BD,BD,,,BD,,,,,13001102-13001102_43090512_47057252-13001102_13031332_13069812,13001102-13001102_13026912-13001102_13031332_13069812,c439c2833a9f73a03438a6c76a107248,3,11TH,ST,2,10,6,6B04,6B,8000260,0
13001102,11TH ST SE,1,ef6529ba28fac6d44c2b5a4c8254f38d,BD,BD,,,BD,,,,,13001102-13001102_47009592-13001102_13047972,13001102-13001102_13034462_13065392-13001102_13047972,f6591609898a0ec6015a5e091ccea0e5,3,11TH,ST,2,10,6,6B05,6B,8000262,0
13001102,11TH ST SE,1,5579dcc39eba12321a225ebcf292fafe,BD,BD,,,BD,,,,,13001102-13001102_13031332_13069812-13001102_13038612,13001102-13001102_13031332_13069812-13001102_13038612,5579dcc39eba12321a225ebcf292fafe,3,11TH,ST,2,10,6,6B04,6B,8000263,0
13001102,11TH ST SE,1,201a791c4e21d598d3254dcc3d8c1b01,BD,BD,,,BD,,,,,13001102-13001102_13038612-13001102_47060912,13001102-13001102_13038612-13001102_13047772,ce9e0a47baa2284418561471290b0c30,3,11TH,ST,2,10,6,6B04,6B,8000264,0
13001102,11TH ST SE,1,16f38f629e7e7b2fbb9512c59d5d8907,BD,BD,,,BD,,,,,13001102-13001102_47060912-13001102_13047772,13001102-13001102_13038612-13001102_13047772,ce9e0a47baa2284418561471290b0c30,3,11TH,ST,2,10,6,6B04,6B,8000265,0
13001102,11TH ST SE,1,47a9930002086c720c754c506d67d91a,,IB,IB,,IB,,,,,13001102-12001102_13001102_15031912-13001102_13034462_13065392,13001102-12001102_13001102_15031912-13001102_13034462_13065392,47a9930002086c720c754c506d67d91a,3,11TH,ST,1,5,6,6B05,6B,8000266,0
13001102,11TH ST SE,1,40bc9babc69202766aec8dcc28bda2dd,BD,BD,,,BD,,,,,13001102-13001102_43040232A_43040232A_47007922_47007922-13001102_13019822,13001102-13001102_13047972-13001102_13019822,d846b509062280b024605568abb51418,3,11TH,ST,2,10,6,6B05,6B,8000267,0
13001102,11TH ST SE,1,50c3e5b8d8176c0079c63fa46e9dd9b9,,IB,,,IB,,,,,13001102-13001102_13053492-13001102_13057852_36005502,13001102-13001102_13053492-13001102_13057852_36005502,50c3e5b8d8176c0079c63fa46e9dd9b9,3,11TH,ST,1,5,6,6B08,6B,8000268,0
13001102,11TH ST SE,1,a268681bb0754c600a9de3e982456c3f,OB,BD,,,OB,,,IB,,13001102-13001102_13047772-13001102_47017232,13001102-13001102_13047772-13001102_13050892,402b9f9f997c89bd4ec511eb5bae9cf9,3,11TH,ST,2,10,6,6B04,6B,8000269,0
13001102,11TH ST SE,1,0bce534fd3eea936616ca2d9a62ad922,IB,IB,,,IB,,,,,13001102-13001102_47017232-13001102_13050892,13001102-13001102_13047772-13001102_13050892,402b9f9f997c89bd4ec511eb5bae9cf9,3,11TH,ST,1,5,6,6B04,6B,8000270,0
13001202,12TH ST SE,1,1d01261239c44425590ab77ac3e7d737,BD,BD,,,BD,,,,,13001202-13001202_43093982-13001202_13026912,13001202-13001202_13019822_13081382-13001202_13026912,8e07b94053b1b4228cebd4d7130f3a3d,3,12TH,ST,2,10,6,6B04,6B,8000285,0
13001302,13TH ST SE,1,89c8fbc4dadfff68444d6c39b10297c8,,IB,IB,,IB,,,,,13001302-12001302_13001302_15031912-13001302_47074652,13001302-12001302_13001302_15031912-13001302_13034462,460233c7a42e5fa2a28f477deee921fb,3,13TH,ST,1,5,6,6B06,6B,8000294,0
13001402,14TH ST SE,1,ef7d2b675848cd2c44a18b077b8b5ad4,IB,IB,,,IB,,,,,13001402-12001402_13001402_15031912-13001402_47074652,13001402-12001402_13001402_15031912-13001402_13008582,c6c4a1f4b4294fabe58741716393a83f,3,14TH,ST,1,5,6,6B06,6B,8000301,0
13001402,14TH ST SE,1,a030bd5437cd64a23fd978bfd433a3b7,IB,IB,,,IB,,,,,13001402-13001402_13081382-13001402_43052782,13001402-13001402_13081382-13001402_13019822,98be09617e3c3d075eb1672c64c5dc4d,3,14TH,ST,1,5,6,6B06,6B,8000303,0
13001402,14TH ST SE,1,1d98c315eb2609a580c95e85c901258d,IB,IB,,,IB,,,,,13001402-13001402_13031332-13001402_47032422,13001402-13001402_13031332-13001402_13038612,04446633191113242dfa68d382e09b47,3,14TH,ST,1,5,6,6B07,6B,8000305,0
13001402,14TH ST SE,1,f6529fbde9d524b0ee13ec3364bf8b76,IB,IB,,,IB,,,,,13001402-13001402_47087152-13001402_13081382,13001402-13001402_13047972-13001402_13081382,c2e5dd16571b46d310b5a7c36bf86c2b,3,14TH,ST,1,5,6,6B06,6B,8000307,0
13001402,14TH ST SE,1,1aa7cf0713b22e590570f9074390965b,IB,IB,,,IB,,,,,13001402-13001402_13008582-13001402_47000922,13001402-13001402_13008582-13001402_13059602,51cbaeebbf932bd5a35ae70d28dc1820,3,14TH,ST,1,5,6,6B06,6B,8000309,0
13001402,14TH ST SE,1,9c5866c5cacc202e528a404e30972f77,IB,IB,,,IB,,,,,13001402-13001402_13019822-13001402_47035112,13001402-13001402_13019822-13001402_13026912_13052262,2dd880107fc7bf512fe3e52233034a01,3,14TH,ST,1,5,6,6B07,6B,8000312,0
13001402,14TH ST SE,1,a2394e701aea3e5502e8761c0e0f63c0,OB,OB,,,OB,,,,,13001402-13001402_13038612-13001402_13071892A,13001402-13001402_13038612-13001402_13071892A,a2394e701aea3e5502e8761c0e0f63c0,3,14TH,ST,1,5,6,6B07,6B,8000315,0
13001502,15TH ST SE,1,f631c7306b7da8de569d76e60cadaa0c,IB,IB,,,IB,,,,,13001502-13001502_47065302-13001502_13052262,13001502-13001502_13031332-13001502_13052262,cd26702f51a40b8369e130241b60da2c,3,15TH,ST,1,5,6,6B09,6B,8000321,0
13001502,15TH ST SE,1,bdd0fcf9b31df7076a401fd139cedae3,IB,IB,,,IB,,,,,13001502-13001502_13031332-13001502_47065302,13001502-13001502_13031332-13001502_13052262,cd26702f51a40b8369e130241b60da2c,3,15TH,ST,1,5,6,6B09,6B,8000322,0
13001502,15TH ST SE,1,e1f1bb4e963d7955fcf7327c361b7fc6,IB,IB,,,IB,,,,,13001502-13001502_47029002-13001502_47034012,13001502-13001502_13071892-13001502_13069812,defa91fb99e1a36fe00434390a2640d3,3,15TH,ST,1,5,6,6B09,6B,8000323,0
13001502,15TH ST SE,1,e362bc53a9dc794fab6a272d79d3bfad,IB,IB,,,IB,,,,,13001502-13001502_47058342-13001502_13026912,13001502-13001502_13019822-13001502_13026912,3d0dbc4a9580252b43ac931d47b6d78c,3,15TH,ST,1,5,6,6B07,6B,8000325,0
13001502,15TH ST SE,1,4cb183495ee269c544623230f854853e,IB,IB,,,IB,,,,,13001502-13001502_43052782-13001502_13019822,13001502-13001502_13059602_13081382-13001502_13019822,edd8953ba1d7f508f2e3546c6a50d84f,3,15TH,ST,1,5,6,6B07,6B,8000327,0
13001302,13TH ST SE,1,1f0c57f60efa5bf5cc0accb1dec89b2c,IB,IB,,,IB,,,,,13001302-13001302_13059602-13001302_47044872,13001302-13001302_13059602-13001302_13047972_13052262,bcdd62244597e95ef4cc435138cd4000,3,13TH,ST,1,5,6,6B06,6B,8000331,0
13001302,13TH ST SE,1,34846393b874811e40cc76cb85b5d292,,IB,IB,,IB,,,,,13001302-13001302_47074652-13001302_13034462,13001302-12001302_13001302_15031912-13001302_13034462,460233c7a42e5fa2a28f477deee921fb,3,13TH,ST,1,5,6,6B06,6B,8000337,0
13001302,13TH ST SE,1,424552cc00a794051f96e1cc326babd2,,IB,,,IB,,,,,13001302-13001302_13034462-13001302_13059602,13001302-13001302_13034462-13001302_13059602,424552cc00a794051f96e1cc326babd2,3,13TH,ST,1,5,6,6B06,6B,8000338,0
13001302,13TH ST SE,1,dba8aacaa3251172f1c64a815825ab08,IB,IB,,,IB,,,,,13001302-13001302_47044872-13001302_13047972_13052262,13001302-13001302_13059602-13001302_13047972_13052262,bcdd62244597e95ef4cc435138cd4000,3,13TH,ST,1,5,6,6B06,6B,8000367,0
13001402,14TH ST SE,1,664d9c3202f02bb63c74b84d099665c0,IB,IB,,,IB,,,,,13001402-13001402_47032422-13001402_47024372,13001402-13001402_13031332-13001402_13038612,04446633191113242dfa68d382e09b47,3,14TH,ST,1,5,6,6B07,6B,8000375,0
13001402,14TH ST SE,1,38315932407cef9d04a91aca1f4af061,IB,IB,,,IB,,,,,13001402-13001402_47035112-13001402_13026912_13052262,13001402-13001402_13019822-13001402_13026912_13052262,2dd880107fc7bf512fe3e52233034a01,3,14TH,ST,1,5,6,6B07,6B,8000376,0
13001402,14TH ST SE,1,b384fe8d64700fc90511af4c7eefd995,IB,IB,,,IB,,,,,13001402-13001402_47074652-13001402_13008582,13001402-12001402_13001402_15031912-13001402_13008582,c6c4a1f4b4294fabe58741716393a83f,3,14TH,ST,1,5,6,6B06,6B,8000378,0
13001402,14TH ST SE,1,db165ad2ac801d01a3519dda04a97b2b,IB,IB,,,IB,,,,,13001402-13001402_47084342-13001402_13059602,13001402-13001402_13008582-13001402_13059602,51cbaeebbf932bd5a35ae70d28dc1820,3,14TH,ST,1,5,6,6B06,6B,8000381,0
13001402,14TH ST SE,1,fd216b4939a02010309350a0df826d0f,,,,,,,,,OB,13001402-13001402_47069622-13001402_13031332,13001402-13001402_13026912_13052262-13001402_13031332,afcc4d32c27aa68cb35afc97bd2dfba6,3,14TH,ST,1,4,6,6B07,6B,8000382,0
13001402,14TH ST SE,1,e20f9d09c2a6f576e9f5b77af126f0e6,IB,IB,,,IB,,,,,13001402-13001402_13047972-13001402_47087152,13001402-13001402_13047972-13001402_13081382,c2e5dd16571b46d310b5a7c36bf86c2b,3,14TH,ST,1,5,6,6B06,6B,8000383,0
13001402,14TH ST SE,1,f0cd55304147c79b87a14735b147d532,IB,IB,,,IB,,,,,13001402-13001402_43052782-13001402_13019822,13001402-13001402_13081382-13001402_13019822,98be09617e3c3d075eb1672c64c5dc4d,3,14TH,ST,1,5,6,6B07,6B,8000384,0
13001402,14TH ST SE,1,d2c0a3e9be0ac17ec64665c4589c50b7,IB,IB,,,IB,,,,,13001402-13001402_13059602-13001402_13047972,13001402-13001402_13059602-13001402_13047972,d2c0a3e9be0ac17ec64665c4589c50b7,3,14TH,ST,1,5,6,6B06,6B,8000386,0
13001402,14TH ST SE,1,6200073f997f5011f58e36bfdfd37bb6,IB,IB,,,IB,,,,,13001402-13001402_47000922-13001402_47084342,13001402-13001402_13008582-13001402_13059602,51cbaeebbf932bd5a35ae70d28dc1820,3,14TH,ST,1,5,6,6B06,6B,8000391,0
13001402,14TH ST SE,1,75fd148fbd19315c0100fe036a6417e2,IB,IB,,,IB,,,,,13001402-13001402_47024372-13001402_13038612,13001402-13001402_13031332-13001402_13038612,04446633191113242dfa68d382e09b47,3,14TH,ST,1,5,6,6B07,6B,8000393,0
13001402,14TH ST SE,1,3c425480087f616e3a6b831e43245323,,,,,,,,,OB,13001402-13001402_13026912_13052262-13001402_47069622,13001402-13001402_13026912_13052262-13001402_13031332,afcc4d32c27aa68cb35afc97bd2dfba6,3,14TH,ST,1,4,6,6B07,6B,8000395,0
13001502,15TH ST SE,1,efc151ea433756f34f59afe9ee70b9f3,IB,IB,,,IB,,,,,13001502-13001502_13059602_13081382-13001502_43052782B,13001502-13001502_13059602_13081382-13001502_13019822,edd8953ba1d7f508f2e3546c6a50d84f,3,15TH,ST,1,5,6,6B06,6B,8000398,0
13001502,15TH ST SE,1,c9d7843b61eb321c482825660b257890,IB,IB,,,IB,,,,,13001502-12001502_13001502_15031912-13001502_13008582,13001502-12001502_13001502_15031912-13001502_13008582,c9d7843b61eb321c482825660b257890,3,15TH,ST,1,5,6,6B06,6B,8000399,0
13001502,15TH ST SE,1,7779c8dc2081fa850ee9fa01012e6928,IB,IB,,,IB,,,,,13001502-13001502_13008582-13001502_47072122,13001502-13001502_13008582-13001502_13047972_36000692,0ec8d42c4a51546a9e5674e54e562a1a,3,15TH,ST,1,5,6,6B06,6B,8000401,0
13001502,15TH ST SE,1,1996e28d64720ca254ebbe4d414e53b7,IB,IB,,,IB,,,,,13001502-13001502_43052782B-13001502_47063102,13001502-13001502_13059602_13081382-13001502_13019822,edd8953ba1d7f508f2e3546c6a50d84f,3,15TH,ST,1,5,6,6B06,6B,8000402,0
13001502,15TH ST SE,1,9d8cfabc3e2aaa5ec4a347e4c71decbc,IB,IB,,,IB,,,,,13001502-13001502_43031272-13001502_47003512,13001502-13001502_13026912-13001502_13031332,19aa79dcb5c6018a09c05518f19fed8e,3,15TH,ST,1,5,6,6B07,6B,8000404,0
13001502,15TH ST SE,1,4a41e9643eadfd7095971da6fcf0faa3,IB,IB,,,IB,,,,,13001502-13001502_13052262-13001502_13038612,13001502-13001502_13052262-13001502_13038612,4a41e9643eadfd7095971da6fcf0faa3,3,15TH,ST,1,5,6,6B09,6B,8000409,0
13001502,15TH ST SE,1,17eb0d2424c27caec86bba36367e253c,IB,IB,,,IB,,,,,13001502-13001502_47003512-13001502_13031332,13001502-13001502_13026912-13001502_13031332,19aa79dcb5c6018a09c05518f19fed8e,3,15TH,ST,1,5,6,6B07,6B,8000410,0
13001702,17TH ST SE,1,125a2e57f16fc650bf508e7bddefbb24,IB,IB,,,IB,,,,,13001702-13001702_13014172-13001702_47080912,13001702-13001702_13014172-13001702_13059602,11d59404cac10a044c1814e5dffe21e2,3,17TH,ST,1,6,7,7D09,7D,8000421,0
13001702,17TH ST SE,1,45bde890c602356b1b35209c1e82aa1e,,IB,IB,,IB,,,,,13001702-13001702_13031332-13001702_13071892,13001702-13001702_13031332-13001702_13071892,45bde890c602356b1b35209c1e82aa1e,3,17TH,ST,1,5,7,7D10,7D,8000423,0
13001702,17TH ST SE,1,33e89394199f786534a6603266773449,IB,IB,,,IB,,,,,13001702-13001702_43321201-13001702_47083482,13001702-13001702_13019822-13001702_13026912,16194976d10aca1c1465d5a5dd90d596,3,17TH,ST,1,6,7,7D10,7D,8000424,0
13001702,17TH ST SE,1,f853eae6ebbf5a020a9c6f50bb7045eb,OB,OB,,,OB,,,,,13001702-13001702_47036382-13001702_13042442_58023932,13001702-13001702_13038612-13001702_13042442_58023932,e9e9fc147128da4a2ade3117d42e1f20,3,17TH,ST,1,5,6,6B09,6B,8000425,0
13001702,17TH ST SE,1,0f10ef88e4a5e60002dd658f6a15d502,IB,IB,,,IB,,,,,13001702-13001702_47035122-13001702_43009142A,13001702-13001702_13026912-13001702_13031332,ae80c94e5c8d685936f636b55e4d7633,3,17TH,ST,1,6,7,7D10,7D,8000427,0
13001702,17TH ST SE,1,7a89b351410308dfb97162e271d5d789,IB,IB,,,IB,,,,,13001702-13001702_47003892-13001702_43321201,13001702-13001702_13019822-13001702_13026912,16194976d10aca1c1465d5a5dd90d596,3,17TH,ST,1,6,7,7D10,7D,8000428,0
13001702,17TH ST SE,1,38ac455abd244356179d15c470ddfa93,OB,OB,,,OB,,,,,13001702-13001702_47065412-13001702_47041102,13001702-13001702_13042442_58023932-13001702_13013522_58016082,59c61ae406209f14b773d28fc77ccd51,3,17TH,ST,1,5,6,6B09,6B,8000429,0
13001702,17TH ST SE,1,45602d6557f6a97595807d66afecbedb,IB,IB,,,IB,,,,,13001702-13001702_47080912-13001702_47083272,13001702-13001702_13014172-13001702_13059602,11d59404cac10a044c1814e5dffe21e2,3,17TH,ST,1,6,7,7D09,7D,8000430,0
13001702,17TH ST SE,1,0810c6d61c610e5f5c9472478f566e96,IB,IB,,,IB,,,,,13001702-13001702_13047972-13001702_47088112,13001702-13001702_13047972-13001702_13014172,e874d979f1a6d464d761197ed17c3bc4,3,17TH,ST,1,6,7,7D09,7D,8000432,0
13001702,17TH ST SE,1,f204e07a03cecf70a4c49018289dc651,OB,OB,,,OB,,,,,13001702-13001702_47035182-13001702_13038612,13001702-13001702_13071892-13001702_13038612,23f001114e7f52e3b23e05f0ef9f6b66,3,17TH,ST,1,5,6,6B09,6B,8000435,0
13001702,17TH ST SE,1,5dd1bc0c58b0ddd444e4d05ea672f3c5,IB,IB,,,IB,,,,,13001702-13001702_47024262-13001702_43009142,13001702-13001702_13026912-13001702_13031332,ae80c94e5c8d685936f636b55e4d7633,3,17TH,ST,1,6,7,7D10,7D,8000437,0
13001702,17TH ST SE,1,102d77129573c11060c2ad366f86eecc,IB,IB,,,IB,,,,,13001702-13001702_13019822-13001702_47003892,13001702-13001702_13019822-13001702_13026912,16194976d10aca1c1465d5a5dd90d596,3,17TH,ST,1,6,7,7D10,7D,8000439,0
13001502,15TH ST SE,1,8b6202a17ffaec89c7802e9f3a9a144e,IB,IB,,,IB,,,,,13001502-13001502_47072122-13001502_13047972_36000692,13001502-13001502_13008582-13001502_13047972_36000692,0ec8d42c4a51546a9e5674e54e562a1a,3,15TH,ST,1,5,6,6B06,6B,8000442,0
13001502,15TH ST SE,1,076a11e6d428c0e5933e5a66f6cf008f,IB,IB,,,IB,,,,,13001502-13001502_13071892-13001502_47029002,13001502-13001502_13071892-13001502_13069812,defa91fb99e1a36fe00434390a2640d3,3,15TH,ST,1,5,6,6B09,6B,8000443,0
13001502,15TH ST SE,1,89a9cc84ede75f0f6faa7a7d1c6ebaeb,IB,IB,,,IB,,,,,13001502-13001502_47034012-13001502_13069812,13001502-13001502_13071892-13001502_13069812,defa91fb99e1a36fe00434390a2640d3,3,15TH,ST,1,5,6,6B09,6B,8000446,0
13001502,15TH ST SE,1,e5b1d154e126aaf587e46e4a8d8f9f55,IB,IB,,,IB,,,,,13001502-13001502_13047972_36000692-13001502_13059602_13081382,13001502-13001502_13047972_36000692-13001502_13059602_13081382,e5b1d154e126aaf587e46e4a8d8f9f55,3,15TH,ST,1,5,6,6B06,6B,8000448,0
13001502,15TH ST SE,1,eaca189186836e68b9d2ef8a6e99fd18,IB,IB,,,IB,,,,,13001502-13001502_47063102-13001502_43052782,13001502-13001502_13059602_13081382-13001502_13019822,edd8953ba1d7f508f2e3546c6a50d84f,3,15TH,ST,1,5,6,6B06,6B,8000449,0
13001502,15TH ST SE,1,128cbf117244d829996b619f934b744f,IB,IB,,,IB,,,,,13001502-13001502_13019822-13001502_47058342,13001502-13001502_13019822-13001502_13026912,3d0dbc4a9580252b43ac931d47b6d78c,3,15TH,ST,1,5,6,6B07,6B,8000450,0
13001502,15TH ST SE,1,df9d7c795375301d3d93c87e7025722d,IB,IB,,,IB,,,,,13001502-13001502_13026912-13001502_43031272,13001502-13001502_13026912-13001502_13031332,19aa79dcb5c6018a09c05518f19fed8e,3,15TH,ST,1,5,6,6B07,6B,8000451,0
13001702,17TH ST SE,1,3a1f83145bccbb688244b6abc1859a4d,IB,IB,,,IB,,,,,13001702-13001702_13008582-13001702_47004632_47080832,13001702-13001702_13008582-13001702_13047972,467cad410f12a5a34e7406852a3cc317,3,17TH,ST,1,6,7,7D09,7D,8000511,0
13001702,17TH ST SE,1,725d2e441a07ff0740d36a86ce9d4252,IB,IB,,,IB,,,,,13001702-12001702_13001702_15031912-13001702_47025682,13001702-12001702_13001702_15031912-13001702_13008582,d1160e65c1622143e51bda8e327adf45,3,17TH,ST,1,6,7,7D08,7D,8000512,0
13001702,17TH ST SE,1,8440fc53c670f9745480b239a1b0ebee,OB,OB,,,OB,,,,,13001702-13001702_13038612-13001702_47036382,13001702-13001702_13038612-13001702_13042442_58023932,e9e9fc147128da4a2ade3117d42e1f20,3,17TH,ST,1,5,6,6B09,6B,8000513,0
13001702,17TH ST SE,1,17d61bd290c9d6454f907364b0ef08c8,IB,IB,,,IB,,,,,13001702-13001702_47083482-13001702_13026912,13001702-13001702_13019822-13001702_13026912,16194976d10aca1c1465d5a5dd90d596,3,17TH,ST,1,6,7,7D10,7D,8000515,0
13001702,17TH ST SE,1,9f9364a03395c8c0838dcd65903a8f3f,OB,OB,,,OB,,,,,13001702-13001702_13042442_58023932-13001702_47065412,13001702-13001702_13042442_58023932-13001702_13013522_58016082,59c61ae406209f14b773d28fc77ccd51,3,17TH,ST,1,5,6,6B09,6B,8000516,0
13001902,19TH ST SE,1,ad3fee8924680d811ab5d89b276857b3,,,,,,OB,,,,13001902-13001902_47000912-13001902_13008582,13001902-12001902_13001902_13001902_15031912A_15031912A_15031912A-13001902_13008582,ead1ef247de92ea6ceacc9befbc65394,3,19TH,ST,2,9,7,7D05,7D,8000520,0
13001902,19TH ST SE,1,21548c69d8ec0342c3035a93ee6a8d8b,,,,,,OB,,,,13001902-13001902_13019242-13001902_47055412,13001902-13001902_13019242-13001902_13019822,6abb362ff34b8ccba0fd36b199a359b0,3,19TH,ST,2,9,7,7D09,7D,8000522,0
13001902,19TH ST SE,1,1a3cf93e8a5b4d41facdc3afa4d463ee,,,,,,IB,,,,13001902-13001902_13059602-13001902_13026912,13001902-13001902_13059602-13001902_13026912,1a3cf93e8a5b4d41facdc3afa4d463ee,3,19TH,ST,2,9,7,7D10,7D,8000524,0
13001902,19TH ST SE,1,ad5f30cb4d49e6e0a867bf3644800814,,,,,,OB,,,,13001902-12001902_13001902_13001902_15031912A_15031912A_15031912A-13001902_47000912,13001902-12001902_13001902_13001902_15031912A_15031912A_15031912A-13001902_13008582,ead1ef247de92ea6ceacc9befbc65394,3,19TH,ST,2,9,7,7D05,7D,8000526,0
13001902,19TH ST SE,1,b7ce5417c99f10eb9d234c2962597a4c,,,,,,OB,,,,13001902-13001902_13008582-13001902_47044882,13001902-13001902_13008582-13001902_13047972_23047973,47d7cae9f240faca962246573c5a2cb7,3,19TH,ST,2,9,7,7D05,7D,8000527,0
13001902,19TH ST SE,1,b9ce6ee7e25ea477cd2fe664295e2353,,,,,,OB,,,,13001902-13001902_13026912-13001902_13071892,13001902-13001902_13026912-13001902_13071892,b9ce6ee7e25ea477cd2fe664295e2353,3,19TH,ST,2,9,7,7D10,7D,8000530,0
13001902,19TH ST SE,1,c66fe339faa43ed489b44612a3401d11,,,,,,,IB,,,13001902-13001902_23047971-13001902_13047972_23047973,13001902-13001902_13008582-13001902_13047972_23047973,47d7cae9f240faca962246573c5a2cb7,3,19TH,ST,2,9,7,7D05,7D,8000531,0
13001902,19TH ST SE,1,b1acdc6d10683fe50ff871c2c4022d59,,,,,,,IB,,,13001902-13001902_47044882-13001902_23047971,13001902-13001902_13008582-13001902_13047972_23047973,47d7cae9f240faca962246573c5a2cb7,3,19TH,ST,2,9,7,7D05,7D,8000535,0
13001902,19TH ST SE,1,28d0d87e80462ffbab487ce79608fef8,,,,,,OB,,,,13001902-13001902_47076912-13001902_13014172,13001902-13001902_13047972_23047973-13001902_13014172,98845f438cd3228bed37b8539a534f42,3,19TH,ST,2,8,7,7D09,7D,8000536,0
13001902,19TH ST SE,1,5f6d11426c19840e020a7eccb9e93ea7,,,,,,OB,,,,13001902-13001902_13019822-13001902_13059602,13001902-13001902_13019822-13001902_13059602,5f6d11426c19840e020a7eccb9e93ea7,3,19TH,ST,2,9,7,7D09,7D,8000537,0
13001902,19TH ST SE,1,d328255c8384cabae13aafdac6eb6746,,,,,,OB,,,,13001902-13001902_13014172-13001902_47064212,13001902-13001902_13014172-13001902_13019242,645c2767af2a62a4d7d88b1f71b8e95f,3,19TH,ST,2,9,7,7D09,7D,8000538,0
13001902,19TH ST SE,1,ed41e004900463c393154a713c68eafd,,,,,,OB,,,,13001902-13001902_47055412-13001902_13019822,13001902-13001902_13019242-13001902_13019822,6abb362ff34b8ccba0fd36b199a359b0,3,19TH,ST,2,9,7,7D09,7D,8000541,0
